TRANSACTION_DATE,STORE_LOCATION,MONTH_NAME,HOUR_,NUMBER_OF_SALES,REVENUE,PERIOD_IN_DAY
2023-01-13,Lower Manhattan,Jan,17,8,36.35,Afternoon
2023-01-03,Lower Manhattan,Jan,7,7,36.35,Morning
2023-03-26,Hell's Kitchen,Mar,12,6,36.35,Afternoon
2023-01-28,Hell's Kitchen,Jan,12,6,36.30,Afternoon
2023-01-01,Lower Manhattan,Jan,17,9,36.30,Afternoon
2023-03-14,Hell's Kitchen,Mar,20,8,36.25,Evening
2023-02-22,Hell's Kitchen,Feb,19,9,36.25,Evening
2023-01-30,Hell's Kitchen,Jan,13,8,36.25,Afternoon
2023-01-24,Lower Manhattan,Jan,12,8,36.25,Afternoon
2023-05-17,Hell's Kitchen,May,12,8,36.25,Afternoon
2023-03-14,Hell's Kitchen,Mar,15,9,36.15,Afternoon
2023-01-06,Hell's Kitchen,Jan,11,11,36.15,Morning
2023-06-12,Astoria,Jun,16,11,36.10,Afternoon
2023-01-14,Hell's Kitchen,Jan,19,11,36.10,Evening
2023-01-23,Lower Manhattan,Jan,16,6,36.10,Afternoon
2023-03-15,Astoria,Mar,17,9,36.10,Afternoon
2023-02-18,Lower Manhattan,Feb,11,9,36.00,Morning
2023-05-29,Hell's Kitchen,May,18,7,36.00,Evening
2023-01-18,Astoria,Jan,16,10,36.00,Afternoon
2023-02-19,Hell's Kitchen,Feb,13,9,35.95,Afternoon
2023-03-13,Hell's Kitchen,Mar,18,8,35.90,Evening
2023-03-10,Astoria,Mar,11,9,35.90,Morning
2023-01-26,Astoria,Jan,19,9,35.90,Evening
2023-01-13,Astoria,Jan,12,8,35.90,Afternoon
2023-03-20,Astoria,Mar,17,12,35.85,Afternoon
2023-02-16,Hell's Kitchen,Feb,13,9,35.85,Afternoon
2023-02-18,Astoria,Feb,15,8,35.85,Afternoon
2023-01-27,Astoria,Jan,8,8,35.80,Morning
2023-04-08,Hell's Kitchen,Apr,19,7,35.80,Evening
2023-06-12,Astoria,Jun,19,9,35.80,Evening
2023-02-05,Lower Manhattan,Feb,13,9,35.80,Afternoon
2023-01-22,Hell's Kitchen,Jan,18,9,35.75,Evening
2023-06-08,Lower Manhattan,Jun,17,9,35.75,Afternoon
2023-05-20,Hell's Kitchen,May,12,7,35.75,Afternoon
2023-01-31,Astoria,Jan,17,7,35.75,Afternoon
2023-01-31,Lower Manhattan,Jan,14,8,35.70,Afternoon
2023-04-30,Hell's Kitchen,Apr,12,9,35.70,Afternoon
2023-03-17,Astoria,Mar,18,7,35.70,Evening
2023-02-21,Hell's Kitchen,Feb,15,11,35.65,Afternoon
2023-02-15,Astoria,Feb,12,7,35.60,Afternoon
2023-05-09,Lower Manhattan,May,11,8,35.57,Morning
2023-03-21,Hell's Kitchen,Mar,15,9,35.55,Afternoon
2023-01-12,Lower Manhattan,Jan,11,8,35.50,Morning
2023-02-08,Hell's Kitchen,Feb,17,8,35.50,Afternoon
2023-01-02,Lower Manhattan,Jan,10,11,35.45,Morning
2023-03-19,Lower Manhattan,Mar,16,10,35.45,Afternoon
2023-03-04,Lower Manhattan,Mar,13,9,35.45,Afternoon
2023-03-13,Hell's Kitchen,Mar,19,8,35.45,Evening
2023-05-08,Lower Manhattan,May,17,10,35.45,Afternoon
2023-02-18,Hell's Kitchen,Feb,17,9,35.40,Afternoon
2023-01-10,Lower Manhattan,Jan,15,7,35.40,Afternoon
2023-02-18,Hell's Kitchen,Feb,15,9,35.40,Afternoon
2023-06-21,Astoria,Jun,14,4,35.35,Afternoon
2023-01-23,Hell's Kitchen,Jan,6,8,35.35,Morning
2023-03-23,Lower Manhattan,Mar,15,9,35.35,Afternoon
2023-02-12,Hell's Kitchen,Feb,12,8,35.35,Afternoon
2023-01-03,Hell's Kitchen,Jan,13,11,35.35,Afternoon
2023-01-13,Astoria,Jan,18,9,35.35,Evening
2023-03-14,Astoria,Mar,14,4,35.35,Afternoon
2023-05-21,Hell's Kitchen,May,11,9,35.30,Morning
2023-02-14,Lower Manhattan,Feb,14,6,35.30,Afternoon
2023-03-14,Hell's Kitchen,Mar,14,6,35.30,Afternoon
2023-02-24,Lower Manhattan,Feb,12,7,35.30,Afternoon
2023-02-09,Hell's Kitchen,Feb,13,8,35.25,Afternoon
2023-03-31,Lower Manhattan,Mar,15,7,35.25,Afternoon
2023-02-05,Hell's Kitchen,Feb,11,9,35.25,Morning
2023-04-19,Hell's Kitchen,Apr,19,8,35.25,Evening
2023-01-12,Hell's Kitchen,Jan,14,8,35.25,Afternoon
2023-01-19,Astoria,Jan,13,8,35.25,Afternoon
2023-01-12,Lower Manhattan,Jan,13,9,35.20,Afternoon
2023-02-21,Hell's Kitchen,Feb,16,9,35.20,Afternoon
2023-03-21,Hell's Kitchen,Mar,17,10,35.20,Afternoon
2023-01-16,Hell's Kitchen,Jan,13,8,35.20,Afternoon
2023-02-11,Hell's Kitchen,Feb,16,9,35.20,Afternoon
2023-03-23,Hell's Kitchen,Mar,18,9,35.15,Evening
2023-04-15,Astoria,Apr,19,8,35.15,Evening
2023-04-19,Lower Manhattan,Apr,18,8,35.10,Evening
2023-04-11,Lower Manhattan,Apr,18,10,35.05,Evening
2023-04-21,Hell's Kitchen,Apr,11,10,35.05,Morning
2023-03-22,Hell's Kitchen,Mar,13,8,35.00,Afternoon
2023-05-07,Lower Manhattan,May,6,6,35.00,Morning
2023-03-07,Hell's Kitchen,Mar,13,8,35.00,Afternoon
2023-02-16,Hell's Kitchen,Feb,17,6,34.95,Afternoon
2023-04-10,Lower Manhattan,Apr,18,9,34.95,Evening
2023-03-13,Astoria,Mar,15,9,34.95,Afternoon
2023-03-22,Hell's Kitchen,Mar,19,10,34.90,Evening
2023-04-20,Astoria,Apr,13,11,34.90,Afternoon
2023-01-24,Hell's Kitchen,Jan,12,10,34.90,Afternoon
2023-01-22,Hell's Kitchen,Jan,12,9,34.85,Afternoon
2023-05-19,Astoria,May,16,8,34.85,Afternoon
2023-03-14,Hell's Kitchen,Mar,11,8,34.85,Morning
2023-01-04,Lower Manhattan,Jan,18,8,34.85,Evening
2023-04-15,Hell's Kitchen,Apr,18,8,34.80,Evening
2023-01-31,Astoria,Jan,11,10,34.80,Morning
2023-01-08,Astoria,Jan,16,7,34.75,Afternoon
2023-02-14,Hell's Kitchen,Feb,13,7,34.75,Afternoon
2023-03-09,Hell's Kitchen,Mar,12,10,34.75,Afternoon
2023-04-24,Lower Manhattan,Apr,12,7,34.75,Afternoon
2023-01-31,Astoria,Jan,12,9,34.75,Afternoon
2023-05-15,Hell's Kitchen,May,14,8,34.65,Afternoon
2023-01-27,Hell's Kitchen,Jan,18,8,34.65,Evening
2023-02-12,Hell's Kitchen,Feb,16,10,34.65,Afternoon
2023-01-16,Lower Manhattan,Jan,14,9,34.60,Afternoon
2023-02-24,Hell's Kitchen,Feb,18,7,34.60,Evening
2023-03-30,Hell's Kitchen,Mar,17,8,34.60,Afternoon
2023-03-14,Astoria,Mar,11,7,34.60,Morning
2023-06-27,Hell's Kitchen,Jun,14,8,34.60,Afternoon
2023-03-10,Astoria,Mar,12,10,34.55,Afternoon
2023-01-22,Hell's Kitchen,Jan,15,8,34.50,Afternoon
2023-05-16,Hell's Kitchen,May,12,8,34.50,Afternoon
2023-01-09,Astoria,Jan,17,8,34.45,Afternoon
2023-03-10,Hell's Kitchen,Mar,6,8,34.45,Morning
2023-04-20,Hell's Kitchen,Apr,19,8,34.40,Evening
2023-03-10,Lower Manhattan,Mar,12,9,34.40,Afternoon
2023-01-23,Hell's Kitchen,Jan,13,5,34.40,Afternoon
2023-04-10,Astoria,Apr,12,9,34.35,Afternoon
2023-03-14,Astoria,Mar,12,7,34.35,Afternoon
2023-05-08,Lower Manhattan,May,20,8,34.30,Evening
2023-04-21,Astoria,Apr,14,7,34.30,Afternoon
2023-05-31,Lower Manhattan,May,15,9,34.26,Afternoon
2023-02-16,Astoria,Feb,14,8,34.25,Afternoon
2023-05-31,Hell's Kitchen,May,6,9,34.25,Morning
2023-01-04,Lower Manhattan,Jan,11,8,34.25,Morning
2023-01-27,Lower Manhattan,Jan,13,10,34.25,Afternoon
2023-02-13,Astoria,Feb,19,7,34.25,Evening
2023-02-12,Astoria,Feb,13,7,34.20,Afternoon
2023-02-03,Lower Manhattan,Feb,13,9,34.20,Afternoon
2023-01-20,Astoria,Jan,14,9,34.20,Afternoon
2023-01-18,Hell's Kitchen,Jan,16,7,34.20,Afternoon
2023-01-30,Astoria,Jan,18,8,34.15,Evening
2023-01-11,Astoria,Jan,12,6,34.15,Afternoon
2023-01-02,Lower Manhattan,Jan,13,9,34.15,Afternoon
2023-06-20,Hell's Kitchen,Jun,11,8,34.05,Morning
2023-03-20,Hell's Kitchen,Mar,11,8,34.05,Morning
2023-03-26,Hell's Kitchen,Mar,19,8,34.05,Evening
2023-01-31,Lower Manhattan,Jan,13,7,34.05,Afternoon
2023-04-20,Hell's Kitchen,Apr,11,7,34.05,Morning
2023-02-09,Hell's Kitchen,Feb,17,8,34.05,Afternoon
2023-06-21,Hell's Kitchen,Jun,11,9,34.05,Morning
2023-03-18,Hell's Kitchen,Mar,15,8,34.00,Afternoon
2023-04-22,Hell's Kitchen,Apr,13,9,34.00,Afternoon
2023-01-01,Lower Manhattan,Jan,18,7,34.00,Evening
2023-04-17,Hell's Kitchen,Apr,12,5,34.00,Afternoon
2023-04-12,Hell's Kitchen,Apr,15,7,34.00,Afternoon
2023-02-16,Lower Manhattan,Feb,16,8,34.00,Afternoon
2023-06-09,Astoria,Jun,14,9,34.00,Afternoon
2023-03-20,Astoria,Mar,13,10,34.00,Afternoon
2023-02-14,Astoria,Feb,18,7,33.95,Evening
2023-03-18,Astoria,Mar,14,9,33.95,Afternoon
2023-03-09,Hell's Kitchen,Mar,14,10,33.95,Afternoon
2023-02-14,Hell's Kitchen,Feb,15,5,33.95,Afternoon
2023-05-12,Astoria,May,12,9,33.90,Afternoon
2023-03-16,Hell's Kitchen,Mar,19,8,33.85,Evening
2023-02-14,Astoria,Feb,15,6,33.85,Afternoon
2023-01-09,Lower Manhattan,Jan,16,6,33.83,Afternoon
2023-01-08,Lower Manhattan,Jan,15,8,33.80,Afternoon
2023-05-11,Lower Manhattan,May,17,8,33.80,Afternoon
2023-05-13,Astoria,May,13,9,33.80,Afternoon
2023-04-18,Hell's Kitchen,Apr,12,7,33.80,Afternoon
2023-03-09,Lower Manhattan,Mar,14,9,33.75,Afternoon
2023-04-11,Hell's Kitchen,Apr,16,8,33.75,Afternoon
2023-01-16,Hell's Kitchen,Jan,14,10,33.70,Afternoon
2023-02-27,Hell's Kitchen,Feb,17,8,33.70,Afternoon
2023-01-11,Astoria,Jan,11,8,33.70,Morning
2023-01-21,Hell's Kitchen,Jan,18,8,33.60,Evening
2023-02-26,Lower Manhattan,Feb,17,3,33.55,Afternoon
2023-01-25,Lower Manhattan,Jan,11,6,33.50,Morning
2023-02-07,Hell's Kitchen,Feb,19,9,33.50,Evening
2023-02-16,Lower Manhattan,Feb,18,6,33.45,Evening
2023-03-15,Astoria,Mar,12,8,33.45,Afternoon
2023-02-14,Lower Manhattan,Feb,13,9,33.35,Afternoon
2023-05-20,Lower Manhattan,May,18,7,33.30,Evening
2023-02-21,Astoria,Feb,16,7,33.25,Afternoon
2023-01-09,Lower Manhattan,Jan,14,7,33.25,Afternoon
2023-01-05,Hell's Kitchen,Jan,13,8,33.25,Afternoon
2023-01-28,Astoria,Jan,18,7,33.20,Evening
2023-02-10,Astoria,Feb,13,8,33.20,Afternoon
2023-03-22,Hell's Kitchen,Mar,6,8,33.20,Morning
2023-05-09,Lower Manhattan,May,14,9,33.15,Afternoon
2023-01-26,Lower Manhattan,Jan,15,6,33.15,Afternoon
2023-03-22,Hell's Kitchen,Mar,12,7,33.10,Afternoon
2023-01-13,Hell's Kitchen,Jan,20,7,33.10,Evening
2023-02-02,Lower Manhattan,Feb,18,9,33.10,Evening
2023-01-07,Astoria,Jan,16,7,33.05,Afternoon
2023-03-12,Astoria,Mar,15,8,33.05,Afternoon
2023-01-03,Hell's Kitchen,Jan,10,9,33.00,Morning
2023-02-09,Hell's Kitchen,Feb,14,9,33.00,Afternoon
2023-05-10,Astoria,May,15,7,33.00,Afternoon
2023-02-18,Hell's Kitchen,Feb,18,6,33.00,Evening
2023-01-28,Astoria,Jan,9,8,32.90,Morning
2023-02-08,Hell's Kitchen,Feb,18,8,32.85,Evening
2023-02-21,Astoria,Feb,14,3,32.85,Afternoon
2023-01-24,Hell's Kitchen,Jan,14,8,32.80,Afternoon
2023-01-21,Lower Manhattan,Jan,12,9,32.80,Afternoon
2023-05-03,Lower Manhattan,May,18,9,32.80,Evening
2023-03-24,Lower Manhattan,Mar,17,6,32.80,Afternoon
2023-03-13,Lower Manhattan,Mar,17,7,32.80,Afternoon
2023-03-31,Astoria,Mar,15,8,32.75,Afternoon
2023-01-08,Lower Manhattan,Jan,13,9,32.75,Afternoon
2023-01-21,Hell's Kitchen,Jan,20,7,32.70,Evening
2023-03-27,Hell's Kitchen,Mar,20,8,32.70,Evening
2023-01-02,Lower Manhattan,Jan,18,7,32.65,Evening
2023-01-21,Astoria,Jan,12,7,32.60,Afternoon
2023-02-17,Astoria,Feb,18,8,32.60,Evening
2023-04-20,Hell's Kitchen,Apr,18,7,32.60,Evening
2023-01-20,Astoria,Jan,12,8,32.55,Afternoon
2023-02-25,Hell's Kitchen,Feb,15,8,32.50,Afternoon
2023-01-17,Astoria,Jan,11,8,32.45,Morning
2023-05-09,Astoria,May,19,10,32.40,Evening
2023-01-11,Lower Manhattan,Jan,18,9,32.40,Evening
2023-01-14,Astoria,Jan,11,6,32.35,Morning
2023-01-23,Hell's Kitchen,Jan,16,8,32.35,Afternoon
2023-01-12,Astoria,Jan,13,7,32.25,Afternoon
2023-01-04,Lower Manhattan,Jan,8,8,32.25,Morning
2023-02-05,Lower Manhattan,Feb,16,6,32.25,Afternoon
2023-04-15,Lower Manhattan,Apr,18,9,32.25,Evening
2023-03-23,Hell's Kitchen,Mar,19,9,32.25,Evening
2023-04-07,Lower Manhattan,Apr,11,7,32.20,Morning
2023-05-15,Hell's Kitchen,May,6,7,32.20,Morning
2023-01-12,Astoria,Jan,11,7,32.20,Morning
2023-05-30,Hell's Kitchen,May,13,6,32.15,Afternoon
2023-04-08,Lower Manhattan,Apr,14,9,32.15,Afternoon
2023-02-26,Lower Manhattan,Feb,12,7,32.10,Afternoon
2023-03-31,Hell's Kitchen,Mar,14,8,32.10,Afternoon
2023-02-26,Hell's Kitchen,Feb,12,6,32.10,Afternoon
2023-02-14,Hell's Kitchen,Feb,11,7,32.10,Morning
2023-03-30,Hell's Kitchen,Mar,19,8,32.10,Evening
2023-03-16,Astoria,Mar,16,8,32.05,Afternoon
2023-01-12,Astoria,Jan,15,8,32.05,Afternoon
2023-06-17,Hell's Kitchen,Jun,16,8,32.00,Afternoon
2023-03-12,Astoria,Mar,14,9,32.00,Afternoon
2023-01-10,Astoria,Jan,19,5,32.00,Evening
2023-03-31,Hell's Kitchen,Mar,12,7,32.00,Afternoon
2023-04-17,Astoria,Apr,15,8,32.00,Afternoon
2023-04-21,Hell's Kitchen,Apr,16,11,31.95,Afternoon
2023-01-14,Lower Manhattan,Jan,11,8,31.95,Morning
2023-03-07,Lower Manhattan,Mar,11,8,31.95,Morning
2023-02-11,Lower Manhattan,Feb,13,9,31.95,Afternoon
2023-03-14,Astoria,Mar,16,7,31.95,Afternoon
2023-02-17,Astoria,Feb,14,7,31.90,Afternoon
2023-02-18,Astoria,Feb,17,5,31.85,Afternoon
2023-03-09,Astoria,Mar,17,8,31.85,Afternoon
2023-04-10,Hell's Kitchen,Apr,19,7,31.85,Evening
2023-02-13,Astoria,Feb,18,6,31.80,Evening
2023-02-15,Astoria,Feb,17,7,31.80,Afternoon
2023-03-17,Lower Manhattan,Mar,15,9,31.80,Afternoon
2023-01-31,Lower Manhattan,Jan,15,2,31.75,Afternoon
2023-05-10,Lower Manhattan,May,18,7,31.75,Evening
2023-01-10,Hell's Kitchen,Jan,16,6,31.75,Afternoon
2023-02-13,Astoria,Feb,16,6,31.70,Afternoon
2023-02-19,Hell's Kitchen,Feb,19,6,31.70,Evening
2023-01-04,Lower Manhattan,Jan,7,9,31.70,Morning
2023-01-12,Astoria,Jan,18,8,31.60,Evening
2023-03-06,Lower Manhattan,Mar,18,6,31.60,Evening
2023-02-15,Astoria,Feb,15,7,31.55,Afternoon
2023-04-25,Lower Manhattan,Apr,18,5,31.50,Evening
2023-02-09,Lower Manhattan,Feb,11,5,31.49,Morning
2023-02-11,Lower Manhattan,Feb,18,9,31.45,Evening
2023-02-20,Astoria,Feb,11,9,31.45,Morning
2023-01-11,Astoria,Jan,16,8,31.40,Afternoon
2023-01-08,Astoria,Jan,9,8,31.40,Morning
2023-03-08,Hell's Kitchen,Mar,12,8,31.40,Afternoon
2023-01-14,Lower Manhattan,Jan,12,9,31.35,Afternoon
2023-03-31,Hell's Kitchen,Mar,15,8,31.30,Afternoon
2023-02-17,Lower Manhattan,Feb,17,10,31.30,Afternoon
2023-05-15,Hell's Kitchen,May,18,7,31.25,Evening
2023-01-16,Lower Manhattan,Jan,15,10,31.25,Afternoon
2023-02-20,Lower Manhattan,Feb,11,6,31.25,Morning
2023-01-30,Astoria,Jan,16,8,31.25,Afternoon
2023-02-15,Lower Manhattan,Feb,14,9,31.20,Afternoon
2023-02-23,Lower Manhattan,Feb,13,6,31.20,Afternoon
2023-02-17,Lower Manhattan,Feb,15,9,31.15,Afternoon
2023-04-22,Hell's Kitchen,Apr,19,8,31.15,Evening
2023-02-18,Astoria,Feb,14,8,31.15,Afternoon
2023-06-17,Lower Manhattan,Jun,18,8,31.15,Evening
2023-03-20,Hell's Kitchen,Mar,20,7,31.15,Evening
2023-01-15,Hell's Kitchen,Jan,19,8,31.15,Evening
2023-02-21,Astoria,Feb,13,5,31.10,Afternoon
2023-02-13,Astoria,Feb,13,7,31.10,Afternoon
2023-01-07,Lower Manhattan,Jan,11,8,31.10,Morning
2023-01-19,Astoria,Jan,15,6,31.10,Afternoon
2023-01-08,Lower Manhattan,Jan,19,7,31.05,Evening
2023-03-09,Astoria,Mar,14,4,31.00,Afternoon
2023-03-14,Hell's Kitchen,Mar,12,7,30.95,Afternoon
2023-03-12,Hell's Kitchen,Mar,12,9,30.95,Afternoon
2023-01-30,Hell's Kitchen,Jan,12,7,30.95,Afternoon
2023-06-10,Hell's Kitchen,Jun,19,8,30.95,Evening
2023-01-23,Lower Manhattan,Jan,15,6,30.85,Afternoon
2023-03-13,Astoria,Mar,13,8,30.80,Afternoon
2023-02-21,Lower Manhattan,Feb,15,6,30.80,Afternoon
2023-03-27,Lower Manhattan,Mar,14,5,30.80,Afternoon
2023-01-28,Astoria,Jan,13,5,30.75,Afternoon
2023-03-26,Hell's Kitchen,Mar,14,6,30.75,Afternoon
2023-02-14,Astoria,Feb,14,3,30.75,Afternoon
2023-03-17,Lower Manhattan,Mar,11,8,30.75,Morning
2023-03-25,Hell's Kitchen,Mar,13,6,30.75,Afternoon
2023-01-14,Hell's Kitchen,Jan,15,4,30.75,Afternoon
2023-02-10,Astoria,Feb,16,10,30.75,Afternoon
2023-03-07,Astoria,Mar,17,8,30.75,Afternoon
2023-01-25,Hell's Kitchen,Jan,14,8,30.70,Afternoon
2023-01-15,Hell's Kitchen,Jan,12,7,30.70,Afternoon
2023-01-08,Hell's Kitchen,Jan,12,9,30.65,Afternoon
2023-02-09,Astoria,Feb,18,9,30.65,Evening
2023-02-22,Hell's Kitchen,Feb,12,8,30.65,Afternoon
2023-01-22,Astoria,Jan,19,6,30.60,Evening
2023-03-12,Lower Manhattan,Mar,11,8,30.60,Morning
2023-03-21,Lower Manhattan,Mar,11,8,30.60,Morning
2023-06-22,Lower Manhattan,Jun,18,6,30.50,Evening
2023-05-22,Lower Manhattan,May,18,6,30.50,Evening
2023-01-29,Hell's Kitchen,Jan,18,5,30.50,Evening
2023-04-19,Hell's Kitchen,Apr,14,7,30.45,Afternoon
2023-06-14,Lower Manhattan,Jun,18,10,30.40,Evening
2023-01-26,Lower Manhattan,Jan,14,6,30.40,Afternoon
2023-02-07,Lower Manhattan,Feb,6,4,30.40,Morning
2023-02-10,Astoria,Feb,18,7,30.35,Evening
2023-06-21,Astoria,Jun,16,8,30.35,Afternoon
2023-06-21,Astoria,Jun,12,7,30.35,Afternoon
2023-01-10,Astoria,Jan,11,8,30.30,Morning
2023-01-13,Lower Manhattan,Jan,18,6,30.30,Evening
2023-06-20,Lower Manhattan,Jun,18,6,30.30,Evening
2023-04-20,Astoria,Apr,17,10,30.30,Afternoon
2023-04-09,Lower Manhattan,Apr,13,7,30.28,Afternoon
2023-03-29,Lower Manhattan,Mar,11,6,30.25,Morning
2023-02-11,Lower Manhattan,Feb,15,8,30.25,Afternoon
2023-03-26,Hell's Kitchen,Mar,15,7,30.25,Afternoon
2023-01-21,Hell's Kitchen,Jan,17,7,30.25,Afternoon
2023-05-17,Hell's Kitchen,May,19,7,30.25,Evening
2023-02-13,Astoria,Feb,17,9,30.20,Afternoon
2023-04-29,Lower Manhattan,Apr,18,8,30.15,Evening
2023-01-17,Astoria,Jan,14,7,30.10,Afternoon
2023-05-12,Astoria,May,19,9,30.10,Evening
2023-03-19,Astoria,Mar,12,6,30.05,Afternoon
2023-01-11,Lower Manhattan,Jan,17,8,30.00,Afternoon
2023-03-11,Lower Manhattan,Mar,16,9,30.00,Afternoon
2023-03-19,Lower Manhattan,Mar,17,9,30.00,Afternoon
2023-01-16,Astoria,Jan,16,8,29.95,Afternoon
2023-03-25,Hell's Kitchen,Mar,14,6,29.90,Afternoon
2023-03-17,Lower Manhattan,Mar,18,7,29.90,Evening
2023-03-16,Lower Manhattan,Mar,11,9,29.85,Morning
2023-04-21,Astoria,Apr,16,7,29.85,Afternoon
2023-03-23,Hell's Kitchen,Mar,13,7,29.85,Afternoon
2023-02-17,Hell's Kitchen,Feb,17,7,29.75,Afternoon
2023-02-26,Hell's Kitchen,Feb,6,7,29.75,Morning
2023-03-08,Lower Manhattan,Mar,14,7,29.75,Afternoon
2023-03-16,Astoria,Mar,18,7,29.75,Evening
2023-01-17,Lower Manhattan,Jan,17,8,29.70,Afternoon
2023-01-22,Hell's Kitchen,Jan,17,6,29.70,Afternoon
2023-01-26,Lower Manhattan,Jan,18,6,29.60,Evening
2023-03-08,Hell's Kitchen,Mar,13,8,29.60,Afternoon
2023-03-17,Hell's Kitchen,Mar,16,7,29.60,Afternoon
2023-03-21,Hell's Kitchen,Mar,11,8,29.50,Morning
2023-02-15,Hell's Kitchen,Feb,14,7,29.50,Afternoon
2023-04-17,Astoria,Apr,12,7,29.50,Afternoon
2023-01-31,Hell's Kitchen,Jan,6,8,29.45,Morning
2023-03-10,Lower Manhattan,Mar,17,8,29.45,Afternoon
2023-03-25,Hell's Kitchen,Mar,15,6,29.40,Afternoon
2023-02-09,Astoria,Feb,14,5,29.35,Afternoon
2023-02-09,Astoria,Feb,17,6,29.35,Afternoon
2023-02-28,Astoria,Feb,13,6,29.30,Afternoon
2023-03-31,Astoria,Mar,18,7,29.25,Evening
2023-01-26,Hell's Kitchen,Jan,19,7,29.25,Evening
2023-02-13,Astoria,Feb,15,8,29.20,Afternoon
2023-04-21,Astoria,Apr,13,5,29.20,Afternoon
2023-02-10,Lower Manhattan,Feb,13,7,29.15,Afternoon
2023-01-09,Lower Manhattan,Jan,13,8,29.08,Afternoon
2023-02-11,Hell's Kitchen,Feb,12,8,29.05,Afternoon
2023-01-28,Lower Manhattan,Jan,17,6,29.00,Afternoon
2023-02-12,Astoria,Feb,14,7,29.00,Afternoon
2023-02-01,Lower Manhattan,Feb,18,6,29.00,Evening
2023-02-08,Hell's Kitchen,Feb,6,8,29.00,Morning
2023-03-09,Lower Manhattan,Mar,11,7,28.96,Morning
2023-01-08,Lower Manhattan,Jan,18,8,28.95,Evening
2023-01-05,Lower Manhattan,Jan,17,7,28.90,Afternoon
2023-02-19,Hell's Kitchen,Feb,15,6,28.80,Afternoon
2023-04-16,Lower Manhattan,Apr,18,9,28.80,Evening
2023-01-31,Astoria,Jan,18,6,28.75,Evening
2023-01-10,Lower Manhattan,Jan,12,4,28.75,Afternoon
2023-03-20,Lower Manhattan,Mar,11,7,28.75,Morning
2023-01-15,Hell's Kitchen,Jan,18,7,28.70,Evening
2023-04-16,Lower Manhattan,Apr,17,8,28.65,Afternoon
2023-02-19,Astoria,Feb,19,7,28.65,Evening
2023-03-10,Lower Manhattan,Mar,18,5,28.60,Evening
2023-01-30,Hell's Kitchen,Jan,19,5,28.55,Evening
2023-02-24,Hell's Kitchen,Feb,16,7,28.55,Afternoon
2023-02-15,Hell's Kitchen,Feb,16,7,28.55,Afternoon
2023-01-10,Astoria,Jan,16,7,28.55,Afternoon
2023-03-11,Hell's Kitchen,Mar,16,8,28.50,Afternoon
2023-02-20,Hell's Kitchen,Feb,17,5,28.50,Afternoon
2023-01-20,Hell's Kitchen,Jan,18,7,28.50,Evening
2023-01-30,Lower Manhattan,Jan,11,6,28.50,Morning
2023-02-21,Hell's Kitchen,Feb,12,6,28.50,Afternoon
2023-02-11,Hell's Kitchen,Feb,13,6,28.50,Afternoon
2023-02-24,Hell's Kitchen,Feb,15,7,28.50,Afternoon
2023-04-13,Astoria,Apr,17,7,28.50,Afternoon
2023-04-08,Lower Manhattan,Apr,20,5,28.50,Evening
2023-04-23,Hell's Kitchen,Apr,17,8,28.45,Afternoon
2023-04-09,Lower Manhattan,Apr,11,7,28.40,Morning
2023-01-22,Hell's Kitchen,Jan,6,7,28.40,Morning
2023-01-13,Astoria,Jan,11,7,28.40,Morning
2023-04-18,Lower Manhattan,Apr,13,9,28.30,Afternoon
2023-06-27,Lower Manhattan,Jun,18,6,28.30,Evening
2023-01-17,Lower Manhattan,Jan,13,5,28.25,Afternoon
2023-03-17,Astoria,Mar,14,6,28.25,Afternoon
2023-02-17,Hell's Kitchen,Feb,11,6,28.25,Morning
2023-03-31,Hell's Kitchen,Mar,13,7,28.25,Afternoon
2023-04-14,Lower Manhattan,Apr,15,8,28.20,Afternoon
2023-04-25,Hell's Kitchen,Apr,18,6,28.20,Evening
2023-01-22,Hell's Kitchen,Jan,16,8,28.15,Afternoon
2023-03-31,Hell's Kitchen,Mar,17,6,28.15,Afternoon
2023-02-19,Astoria,Feb,13,8,28.10,Afternoon
2023-03-07,Lower Manhattan,Mar,12,6,28.10,Afternoon
2023-01-14,Lower Manhattan,Jan,15,9,28.05,Afternoon
2023-01-10,Astoria,Jan,12,7,28.00,Afternoon
2023-04-13,Lower Manhattan,Apr,13,7,28.00,Afternoon
2023-06-20,Lower Manhattan,Jun,12,7,28.00,Afternoon
2023-01-17,Astoria,Jan,12,7,28.00,Afternoon
2023-02-18,Astoria,Feb,13,6,28.00,Afternoon
2023-01-10,Astoria,Jan,15,6,28.00,Afternoon
2023-05-27,Lower Manhattan,May,18,6,28.00,Evening
2023-02-23,Hell's Kitchen,Feb,17,7,28.00,Afternoon
2023-04-17,Hell's Kitchen,Apr,16,7,28.00,Afternoon
2023-03-20,Hell's Kitchen,Mar,18,5,28.00,Evening
2023-01-11,Lower Manhattan,Jan,14,6,28.00,Afternoon
2023-04-13,Astoria,Apr,11,8,28.00,Morning
2023-01-19,Astoria,Jan,12,7,28.00,Afternoon
2023-01-15,Hell's Kitchen,Jan,16,5,27.90,Afternoon
2023-01-16,Astoria,Jan,12,5,27.90,Afternoon
2023-02-14,Lower Manhattan,Feb,12,8,27.85,Afternoon
2023-02-23,Hell's Kitchen,Feb,19,8,27.85,Evening
2023-01-09,Lower Manhattan,Jan,11,7,27.81,Morning
